,id,overview,title,release_date,popularity,vote_average,vote_count
771,16520,"Widowed Welsh mother Anna Loenowens becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam. Anna and the King have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the King.",The King and I,1956-06-29,15.099,7.1,376
772,604,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",The Matrix Reloaded,2003-05-15,88.361,7.055,11049
773,779782,Best friends Sophie and Agatha navigate an enchanted school for young heroes and villains — and find themselves on opposing sides of the battle between good and evil.,The School for Good and Evil,2022-10-19,48.831,7.054,1251
774,639933,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",The Northman,2022-04-07,53.916,7.1,4366
775,2907,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",The Addams Family,1991-11-22,46.361,7.051,4620
776,267,"When Victor attempts to seduce Elena, all he gets for his trouble is a one-way, six-year ticket to prison, where he concentrates on strengthening his mind, his body... and his desire for vengeance on the man who put him there. After his release and still madly in love with her, Victor will stop at nothing to win her over even if means revenge, for Elena has married David, the cop who sent him to prison!",Live Flesh,1997-10-10,19.409,7.1,671
777,402431,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",Wicked,2024-11-20,1378.061,7.0,1377
778,30890,"The Narrator tells us how the radio influenced his childhood in the days before TV. In the New York City of the late 1930s to the New Year's Eve 1944, this coming-of-age tale mixes the narrator's experiences with contemporary anecdotes and urban legends of the radio stars.",Radio Days,1987-01-30,13.044,7.0,575
779,2109,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",Rush Hour,1998-09-18,81.855,7.05,5013
780,254320,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",The Lobster,2015-10-15,32.308,7.046,6262
781,10514,"When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents.",The Andromeda Strain,1971-03-12,12.777,7.046,699
782,7299,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",Equilibrium,2002-12-06,29.354,7.046,4545
783,4727,"The ambitious police officer Cruchot is transferred to St. Tropez. He's struggling with crimes such as persistent nude swimming, but even more with his teenage daughter, who's trying to impress her rich friends by telling them her father was a millionaire and owned a yacht in the harbor.",Le Gendarme de Saint-Tropez,1964-09-08,19.061,7.0,862
784,1090,"In Los Angeles, a wealthy man, known as Mr. Fuller, discovers a shocking secret about the world he lives in. Fearing for his life, he leaves a desperate message for a friend of his in the most unexpected place.",The Thirteenth Floor,1999-04-16,22.016,7.046,1324
785,42661,"Einar, brutal son of Ragnar and future heir to his throne, tangles with Eric, a wily slave, for the hand of a beautiful English maiden.",The Vikings,1958-06-11,16.706,7.041,320
786,9994,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",The Great Mouse Detective,1986-07-02,29.84,7.04,1657
787,8428,"Mark Hunter, a lonely high school student, uses his shortwave radio to moonlight as the popular pirate DJ ""Hard Harry."" When his show gets blamed for a teen committing suicide, the students clash with high school faculty and the authorities.",Pump Up the Volume,1990-08-22,10.45,7.0,355
788,2028,"Lloyd, an eternal optimist, seeks to capture the heart of Diane, an unattainable high school beauty and straight-A student. He surprises just about everyone-including himself-when she returns the sentiment. But Diane's over-possessive, divorced Dad disapproves and it's going to take more than just the power of love to conquer all.",Say Anything...,1989-04-14,23.402,7.041,1002
789,754,"In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind. The plan turns sour when the criminal wakes up prematurely and seeks revenge.",Face/Off,1997-06-27,42.412,7.041,5346
790,64720,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",Take Shelter,2011-09-30,14.046,7.037,1779
791,56020,"April 24, 1993: it's the last broadcast of Radiofreccia, an independent radio station closing after 18 years, barely one minute before coming of age. Bruno, one of its founders, begins to tell its story, the story of a group of friends—especially troubled Freccia's—and a period of their youth in their small hometown.",Radiofreccia,1998-10-16,6.211,7.038,338
792,22201,Lawman Wyatt Earp and outlaw Doc Holliday form an unlikely alliance which culminates in their participation in the legendary Gunfight at the O.K. Corral.,Gunfight at the O.K. Corral,1957-05-30,20.232,7.0,339
793,14886,"Two Navy men are ordered to bring a young offender to prison, but decide to show him one last good time along the way.",The Last Detail,1973-12-11,13.709,7.0,367
794,14626,"Foreign Legion officer Galoup recalls his once glorious life, training troops in the Gulf of Djibouti. His existence there was happy, strict and regimented, until the arrival of a promising young recruit, Sentain, plants the seeds of jealousy in Galoup's mind.",Beau Travail,2000-05-03,10.892,7.0,301
